207.50256	417.8863
124.2251	390.9209
195.96207	364.1461
172.17159	433.27106
124.73901	382.1758
146.81973	411.8461
176.11942	347.12646
185.95895	427.3383
200.98392	381.27875
130.71169	408.91312
183.20114	361.46246
169.28903	430.99814
143.30074	355.69186
190.59454	415.8007
158.67838	431.01294
135.85716	353.9727
183.62581	349.5338
147.30942	349.93112
205.17032	372.8229
136.00198	432.17685
146.22142	435.15097
116.35606	68.209366
188.67685	125.690796
197.78838	111.19065
220.72847	92.86888
150.11339	129.1435
114.6863	76.24042
160.5648	133.95512
193.16914	28.008347
208.48666	56.004753
112.50409	87.23024
196.48013	126.356224
176.35207	84.64914
144.85292	23.973713
220.48767	46.388916
112.11241	56.212788
217.6567	117.292625
215.03987	64.33273
118.16158	53.2358
180.5598	30.997137
208.17477	65.19289
155.08435	30.572079
171.2148	137.83194
141.57335	129.86057
119.4161	50.877514
113.762344	95.57887
170.97581	38.54544
207.40132	135.36346
514.6795	435.15747
541.8133	352.65906
520.9214	441.31708
569.3045	405.331
556.8954	448.5478
478.82758	399.37924
494.37393	375.5141
508.0292	357.6525
508.74078	429.03375
530.4902	348.14386
519.2137	435.78598
508.114	352.6127
540.4732	338.36166
562.0353	412.60333
490.30917	385.65598
571.51306	383.46548
481.8676	404.55298
516.2584	358.39548
561.14197	371.013
503.15033	427.77515
555.97253	360.7149
490.74536	399.4584
579.3136	398.77148
552.3294	432.50064
561.83777	360.10114
568.9914	374.7763
563.27966	423.69696
849.8468	420.09296
846.32166	415.25433
833.1144	415.72223
852.69824	418.61588
855.7202	417.00897
853.4476	369.43198
856.3032	421.91708
829.11835	411.08148
832.9242	370.87418
854.58856	388.8065
854.2884	377.30862
834.6127	372.41797
861.158	376.97278
622.06696	392.78604
693.7551	386.54404
695.6822	377.37106
636.5431	364.75204
682.416	413.7277
635.04236	436.98495
686.0178	365.38416
695.2464	433.9655
691.10345	376.4676
657.63586	339.94162
621.72375	373.21442
618.15155	410.48056
612.85095	421.9143
625.46747	364.00067
676.08386	364.30402
633.90784	429.493
680.73535	358.1784
651.77234	433.48624
632.34534	410.18692
698.8408	414.27094
616.3743	393.2528
669.9503	353.80267
658.4475	430.16724
618.4226	423.94562
686.09906	372.67676
925.78186	408.08246
885.4907	383.51825
905.3488	395.28787
880.93634	404.6081
924.17395	400.15094
886.3926	400.98868
884.626	395.40402
889.3118	377.80453
923.30334	391.66248
903.13947	394.35184
924.355	387.21097
919.5159	409.89386
524.0732	21.636545
529.7848	123.637344
429.1848	70.312485
483.18036	34.8663
529.3426	42.899223
417.82022	114.19838
489.45468	158.93777
503.31738	179.63351
478.35855	164.7759
524.58545	137.1771
510.48578	54.925545
518.047	37.01784
435.7089	71.278595
495.35278	29.685968
474.9135	29.119696
487.61517	154.46075
552.439	86.26673
413.6915	89.23401
447.05768	168.1716
519.84106	157.30362
431.7326	118.96104
512.1648	44.742657
450.75684	139.80946
464.32504	32.99946
526.94763	60.443474
457.02002	135.23738
432.14227	75.778404
523.17615	120.40061
433.48883	150.1697
755.30774	356.8106
753.6705	428.9583
745.4154	365.08334
794.04846	384.71188
787.2548	434.53824
773.359	441.12485
799.36365	390.64685
787.65857	418.05054
788.23804	413.49213
744.1994	417.80426
748.9513	430.6967
785.80255	386.618
737.6987	373.2645
735.48987	392.34357
751.14465	433.76764
773.32465	426.78693
791.9032	414.24176
753.7167	385.49078
775.6892	355.59073
731.5578	383.43985
199.58061	514.9621
167.27219	469.86517
190.06267	526.8289
171.23528	527.291
186.71056	492.11343
131.33202	503.21112
193.05014	485.46295
181.6033	470.7636
189.09653	479.5126
198.00818	504.7631
135.84239	485.64273
127.670364	494.7564
187.06505	521.2425
131.02359	506.76645
135.19495	500.1215
174.19228	534.2729
423.5128	397.6437
396.04657	348.8753
361.24237	437.47925
439.78256	375.18982
396.44354	442.78833
376.51407	345.51874
427.01703	360.76953
416.2408	422.43335
350.53207	388.3441
432.03082	384.85822
349.25443	410.2879
375.65854	351.75772
379.6382	435.01886
380.66394	444.14874
406.2929	441.2303
395.9135	439.21606
428.93857	368.80243
399.8747	436.90463
347.59186	379.91632
427.30133	352.61252
435.09122	406.74286
361.00275	412.9937
421.27353	359.59058
357.30978	374.79303
358.65442	423.84293
362.2437	442.55118
347.90375	391.65714
430.62402	424.38446
167.70004	293.68164
175.48868	207.62032
146.8262	311.36026
121.27644	216.36423
213.26277	257.69812
198.34003	206.5728
151.4011	192.7668
180.31934	298.5695
139.98003	286.0302
236.5429	249.71289
149.37082	188.78996
134.66905	199.90875
207.40947	260.23053
118.43193	290.9356
114.79567	232.80025
204.17259	215.82524
166.49472	298.20844
161.33084	188.23735
186.69519	281.40945
118.23279	253.60298
208.81795	222.05379
207.33228	277.59018
99.6934	222.67781
184.853	292.07935
116.05061	279.84143
153.97208	203.82683
201.953	297.0745
772.9861	25.804312
774.2556	13.657887
766.71466	55.16516
822.91895	25.553411
823.9746	62.340374
794.5254	18.490658
810.15936	19.713985
823.23254	66.93192
795.8018	47.18386
810.7571	51.297558
818.0988	67.936386
819.2181	21.876633
817.899	77.75754
757.2531	59.019646
795.9082	78.25145
795.38104	49.608696
